customer_id,age,income,spending_score,visits_per_month
CUST1930,42,134503,8,16
CUST1931,20,142834,2,2
CUST1932,49,49084,86,10
CUST1933,20,125641,41,6
CUST1934,44,120111,55,11
CUST1935,46,51041,16,7
CUST1936,49,103920,93,15
CUST1937,67,80681,62,6
CUST1938,68,96571,48,9
CUST1939,36,142556,30,12
CUST1940,38,41160,12,19
CUST1941,22,32633,35,3
CUST1942,35,32014,11,15
CUST1943,45,95532,64,2
CUST1944,59,64104,50,2
CUST1945,39,92231,85,3
CUST1946,38,83388,21,6
CUST1947,23,31014,69,15
CUST1948,18,107578,48,10
CUST1949,22,55390,20,9
CUST1950,58,38711,67,1
CUST1951,29,106658,44,16
CUST1952,43,72993,33,6
CUST1953,63,22421,73,9
CUST1954,51,32727,61,4
CUST1955,66,127418,9,2
CUST1956,31,19358,68,4
CUST1957,43,80108,35,1
CUST1958,62,109018,81,19
CUST1959,44,139457,98,10
CUST1960,26,46910,88,15
CUST1961,43,141888,96,19
CUST1962,64,70754,65,16
CUST1963,39,124847,8,4
CUST1964,64,53467,45,2
CUST1965,47,48893,87,13
CUST1966,60,91329,47,1
CUST1967,65,46007,40,17
CUST1968,34,69253,76,13
CUST1969,43,27323,54,4
CUST1970,53,126335,76,7
CUST1971,18,127356,46,17
CUST1972,25,125944,47,9
CUST1973,66,31456,15,4
CUST1974,52,46367,19,19
CUST1975,69,69624,26,1
CUST1976,32,83008,52,10
CUST1977,64,140926,93,4
CUST1978,39,130395,22,9
CUST1979,31,131492,21,13
CUST1980,43,87240,51,14
CUST1981,45,79315,38,10
CUST1982,40,25756,20,6
CUST1983,31,51378,29,16
CUST1984,41,140703,51,6
CUST1985,19,71549,4,17
CUST1986,62,88794,55,10
CUST1987,43,60113,71,18
CUST1988,31,89069,92,18
CUST1989,68,140541,28,3
CUST1990,24,24686,4,15
CUST1991,20,68363,22,15
CUST1992,64,112543,76,4
CUST1993,40,146733,45,9
CUST1994,63,110673,67,19
CUST1995,60,57828,86,17
CUST1996,64,63604,66,11
CUST1997,62,25526,88,9
CUST1998,35,83910,34,10
CUST1999,55,40592,91,18
